CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Tak1 06032707,,,,,,,,-700,,,,,,,WR,50.48,1.83,,16.6,,13.31,,,9.25,4.24,0.18,,0.95,2.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Tak1 06032802,,,,,,,,-700,,,,,,,WR,50.45,1.85,,16.57,,13.3,,,9.32,4.31,0.18,,0.96,2.67,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Tak1 03110212,,,,,,,,-700,,,,,,,WR,50.17,1.86,,16.62,,13.36,,,9.36,4.36,0.18,,0.96,2.74,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Tak1 11110402,,,,,,,,-700,,,,,,,WR,50.33,1.85,,16.69,,13.35,,,9.34,4.23,0.18,,0.91,2.71,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S16_DN03,,,,,,,,-750,,,,,,,WR,50.95,1.36,,17.4,,12.12,,,9.43,4.94,0.19,,0.69,2.65,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S16_KT04,,,,,,,,-750,,,,,,,WR,51.53,1.36,,17.98,,11.26,,,9.41,4.51,0.17,,0.71,2.79,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S16_SB07,,,,,,,,-750,,,,,,,WR,52.21,1.37,,17.54,,11.38,,,8.9,4.61,0.17,,0.7,2.84,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S16_TRB17,,,,,,,,-750,,,,,,,WR,51.37,1.43,,17.23,,11.65,,,9.29,5.16,0.18,,0.73,2.66,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S16_05112701-3,,,,,,,,-750,,,,,,,WR,51.52,1.31,,17.36,,11.2,,,9.67,4.98,0.16,,0.71,2.81,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Itz_030225-6,,,,,,,,-700,,,,,,,WR,51.61,1.57,,17.03,,12.06,,,9.22,4.23,0.19,,0.93,2.82,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kmk_KD01,,,,,,,,-800,,,,,,,WR,49.7,1.46,,18.79,,12.28,,,9.02,5.08,0.18,,0.6,2.59,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_DN01,,,,,,,,-800,,,,,,,WR,51.56,1.49,,16.77,,12.54,,,9.12,4.56,0.19,,0.77,2.67,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_KT05,,,,,,,,-800,,,,,,,WR,51.87,1.49,,17.18,,11.99,,,8.99,4.53,0.18,,0.76,2.69,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010829-2,,,,,,,,-800,,,,,,,WR,51.34,1.23,,17.4,,11.05,,,9.87,5.13,0.16,,0.75,2.8,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010829-7,,,,,,,,-800,,,,,,,WR,51.5,1.24,,17.47,,11.06,,,9.88,5,0.16,,0.74,2.68,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010829-12,,,,,,,,-800,,,,,,,WR,51.37,1.24,,17.13,,11.19,,,9.78,5.22,0.16,,0.77,2.88,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010829-13,,,,,,,,-800,,,,,,,WR,51.42,1.26,,17.43,,11.05,,,9.83,4.96,0.16,,0.76,2.85,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010830-3,,,,,,,,-800,,,,,,,WR,51.48,1.26,,17.37,,11.29,,,9.63,4.86,0.16,,0.77,2.91,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010830-7,,,,,,,,-800,,,,,,,WR,51.39,1.25,,17.24,,11.12,,,9.76,5.18,0.16,,0.75,2.88,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_010830-8,,,,,,,,-800,,,,,,,WR,51.44,1.25,,17.43,,11.02,,,9.87,4.91,0.16,,0.76,2.9,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_TI011014-1,,,,,,,,-800,,,,,,,WR,51.45,1.26,,17.46,,11.17,,,9.69,4.86,0.16,,0.76,2.94,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_I020822-4,,,,,,,,-800,,,,,,,WR,51.62,1.28,,17.36,,11.1,,,9.73,4.96,0.16,,0.78,2.74,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Hac_I020824-8,,,,,,,,-800,,,,,,,WR,51.64,1.28,,17.36,,11.06,,,9.81,4.94,0.16,,0.76,2.7,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (2014), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Rbr_Y991023-4,,,,,,,,-850,,,,,,,WR,52.63,1.15,,18.17,,9.5,,,9.98,4.45,0.16,,0.72,2.99,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S14_SB08,,,,,,,,-1000,,,,,,,WR,51.09,1.27,,18.45,,11.26,,,9.31,4.79,0.18,,0.58,2.83,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S14_SB13,,,,,,,,-1000,,,,,,,WR,52.36,1.19,,17.19,,10.71,,,9.7,5.17,0.17,,0.64,2.62,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S14_Y011205-1,,,,,,,,-1000,,,,,,,WR,51.75,1.04,,17.97,,10.3,,,10.19,4.94,0.16,,0.62,2.82,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka et al. (2021), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Ohsj T011016-4,,,,,,,,-1200,,,,,,,WR,51.31,1.07,,17.11,,11.34,,,10.1,5.44,0.17,,0.61,2.66,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Ohsj 05112701-2,,,,,,,,-1200,,,,,,,WR,51.11,1.29,,18.16,,10.69,,,9.58,5.52,0.16,,0.58,2.68,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S13_T02110604-1,,,,,,,,-1200,,,,,,,WR,54.61,1.01,,17.02,,10.28,,,8.54,4.31,0.17,,0.79,3.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S13_TRB18,,,,,,,,-1200,,,,,,,WR,55.39,0.98,,17.1,,9.69,,,8.62,4.23,0.17,,0.72,2.89,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kos_T021109-01,,,,,,,,-1250,,,,,,,WR,50.36,1.38,,17.23,,12.08,,,9.99,5.38,0.17,,0.7,2.45,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka et al. (2021), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_TI031103-2,,,,,,,,-1300,,,,,,,WR,49.94,1.27,,17.43,,11.69,,,10.06,5.85,0.16,,0.65,2.69,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka et al. (2021), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_T011204-3,,,,,,,,-1300,,,,,,,WR,50.83,1.24,,17.09,,11.73,,,9.76,5.56,0.17,,0.67,2.69,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_T011012-7,,,,,,,,-1300,,,,,,,WR,50.65,1.27,,17.11,,11.77,,,9.84,5.66,0.17,,0.67,2.61,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_I030522-8,,,,,,,,-1300,,,,,,,WR,50.65,1.28,,16.88,,11.66,,,10.32,5.9,0.17,,0.61,2.29,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_I050607-6,,,,,,,,-1300,,,,,,,WR,50.38,1.33,,17.35,,11.81,,,9.83,5.76,0.17,,0.68,2.43,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Onr_I050608-4,,,,,,,,-1300,,,,,,,WR,50.42,1.33,,17.12,,11.68,,,9.97,5.89,0.16,,0.69,2.46,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S12_SB10,,,,,,,,-1350,,,,,,,WR,51.01,1.13,,19.12,,10.86,,,9.75,4.88,0.17,,0.5,2.35,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S12_TRB19,,,,,,,,-1350,,,,,,,WR,51.34,1.07,,18.59,,10.16,,,10.33,5.18,0.16,,0.48,2.48,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S12_020731-23,,,,,,,,-1350,,,,,,,WR,50.79,0.97,,17.86,,10.48,,,10.55,5.97,0.15,,0.5,2.59,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S12_020731-24,,,,,,,,-1350,,,,,,,WR,50.63,0.96,,18.14,,10.33,,,10.59,5.88,0.15,,0.5,2.67,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S11_SB11,,,,,,,,-1400,,,,,,,WR,50.71,1.15,,19.45,,10.88,,,9.86,4.58,0.16,,0.44,2.6,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S11_TRB20,,,,,,,,-1400,,,,,,,WR,50.01,1.06,,19.39,,10.77,,,10.53,5.22,0.17,,0.39,2.31,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Syk_010826-6,,,,,,,,-1450,,,,,,,WR,50.65,1.28,,17.38,,11.62,,,9.7,5.64,0.16,,0.62,2.7,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Syk_010826-7,,,,,,,,-1450,,,,,,,WR,51.19,1.28,,17.04,,11.36,,,9.73,5.56,0.16,,0.76,2.66,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Syk_010826-9,,,,,,,,-1450,,,,,,,WR,50.85,1.25,,17.33,,11.26,,,9.84,5.65,0.15,,0.67,2.74,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Syk_020729-2-1,,,,,,,,-1450,,,,,,,WR,50.43,1.3,,17.08,,12.08,,,9.9,5.62,0.17,,0.66,2.52,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-S10_TRB22,,,,,,,,-1500,,,,,,,WR,53.37,1.02,,17.85,,10.65,,,8.85,4.27,0.18,,0.65,2.93,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
